"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 15:44:07 GMT 2022","Thu Jun 16 15:44:08 GMT 2022","822","","POST API Test","","","","Create Activity",""
"passed","Thu Jun 16 15:44:20 GMT 2022","Thu Jun 16 15:44:21 GMT 2022","178","","GET API Test","","","","Get All Activity Details",""
"passed","Thu Jun 16 15:44:08 GMT 2022","Thu Jun 16 15:44:08 GMT 2022","162","","POST API Test","","","","Create Activity failed",""
"passed","Thu Jun 16 15:44:16 GMT 2022","Thu Jun 16 15:44:16 GMT 2022","351","","Delete API Test","","","","Delete Activity",""
"passed","Thu Jun 16 15:44:21 GMT 2022","Thu Jun 16 15:44:21 GMT 2022","141","","GET API Test","","","","Get Activity Details By ID",""
